VENDEDOR	CLIENTE	ROTULO	Pedido de Venda	Status OP	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	TIPO	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	6a.COR	7a.COR	8a.COR	LITOGRAFIA	FECHAMENTO	Neck IN	Qtde.OP	Qtde.Faturada	Data Faturada	Nota Fiscal	Saldo.OP	OP.Faturada	Estado.Entrega	Cidade Entrega	OBS. da OP	Fechamento	Verniz CP	Verniz TP	Verniz FD	Verniz ARG	Total.Fat	Status Pela Tolerancia
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	361.1209.03.0	41102013	Finalizada	3,6S- LUZTOL  REVEST. TEXTURA  C/VZ  GRIS	63282013	361	GALÃO-S.	LATA	25/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	3864	1014	4	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERDE PREPARADO	PRETO	AZUL EUROPA	MAGENTA BERTONCINI	AMARELO MEDIO					FA	SIM	3864	2944	11/04/2013	23086	920	63282013	GO	APARECIDA DE GOIANA	COM NECK	SOLDA	VI	VZ	VZ	VZ	2944	Finalizada
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	361.1209.03.0	41102013	Finalizada	3,6S- LUZTOL  REVEST. TEXTURA  C/VZ  GRIS	63292013	361	GALÃO-S.	LATA	25/03/2013	08/04/2013	12/04/2013	13/04/2013	15/04/2013	3864	1014	4	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERDE PREPARADO	PRETO	AZUL EUROPA	MAGENTA BERTONCINI	AMARELO MEDIO					FA	SIM	3864	4163	12/04/2013	23127	-299	63292013	GO	APARECIDA DE GOIANA	COM NECK	SOLDA	VI	VZ	VZ	VZ	4163	Finalizada
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	361.1209.03.0	41102013	Finalizada	3,6S- LUZTOL  REVEST. TEXTURA  C/VZ  GRIS	63302013	361	GALÃO-S.	LATA	25/03/2013	22/04/2013	26/04/2013	27/04/2013	29/04/2013	3864	1014	4	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERDE PREPARADO	PRETO	AZUL EUROPA	MAGENTA BERTONCINI	AMARELO MEDIO					FA	SIM	3864				3864		GO	APARECIDA DE GOIANA	COM NECK	SOLDA	VI	VZ	VZ	VZ	0	Finalizada
CLAUDIO FRANCO DA ROCHA	LUZTOL IND. QUIMICA LTDA	361.1209.03.0	41102013	Finalizada	3,6S- LUZTOL  REVEST. TEXTURA  C/VZ  GRIS	63312013	361	GALÃO-S.	LATA	25/03/2013	06/05/2013	10/05/2013	11/05/2013	13/05/2013	3864	1014	4	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERDE PREPARADO	PRETO	AZUL EUROPA	MAGENTA BERTONCINI	AMARELO MEDIO					FA	SIM	3864				3864		GO	APARECIDA DE GOIANA	COM NECK	SOLDA	VI	VZ	VZ	VZ	0	Finalizada
FABIO	COMERCIAL IPIRANGA DE TINTAS LTDA - ME	360.1200.01.0	41062013	Finalizada	3,6A- MEGA  TINTAS E TEXTURAS	63322013	360	GALÃO-A.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	VERMELHO TRANSPARENTE	AZUL EUROPA	AMARELO ESCALA						FA - C/Visor	NÃO	2000	2001	12/04/2013	23105	-1	63322013	SP	AMERICANA		AGRAFADO	VI	VZ	VZ	VZ	2001	Finalizada
FABIO	DIRECIONAL ARGAMASSA E REVEST.LTDA	361.1240.02.0	41092013	Finalizada	3,6S-  DIRECIONAL  MASSA  CORRIDA	63332013	361	GALÃO-S.	LATA	25/03/2013	29/03/2013	02/04/2013	03/04/2013	05/04/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERDE PREPARADO	AZUL PREPARADO								FA	SIM	2000	1449	06/04/2013	22970	551	63332013	SP	GUARULHOS		SOLDA	VI	VZ	VZ	VZ	1449	Finalizada
FABIO	JRC TINTAS E VERNIZES LTDA EPP	016.1540.02.0	41142013	Finalizada	1/16- NATURAL  S/VZ	63342013	16	1/16.	LATA	25/03/2013	19/03/2013	23/03/2013	24/03/2013	26/03/2013	360	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	360	360	09/04/2013	23003	0	63342013	SP	COTIA		SOLDA	NAT	VEX	VEX	VEX	360	Finalizada
FABIO	JRC TINTAS E VERNIZES LTDA EPP	361.1540.04.0	41142013	Finalizada	3,6S- CHAPADO   BRANCO  S/VZ	63352013	361	GALÃO-S.	LATA	25/03/2013	19/03/2013	23/03/2013	24/03/2013	26/03/2013	506	133	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO									FA	NÃO	506	506	09/04/2013	23003	0	63352013	SP	COTIA		SOLDA	NAT	VEX	VEX	VEX	506	Finalizada
CLAUDIO FRANCO DA ROCHA	CDB IND. E COM. DE PRODS. QUIMICOS LTDA	900.0155.01.0	41012013	Finalizada	900ML- CDB  SOLVENTES ESPECIAIS	63362013	900	900ML-83,5.	LATA	25/03/2013	05/04/2013	09/04/2013	10/04/2013	12/04/2013	7000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	OURO STARCAR	VERMELHO LINOVA							Ø24	NÃO	7000	7187	18/04/2013	23264	-187	63362013	SP	DIADEMA			NAT	VEX	VEX		7187	Finalizada
CLAUDIO FRANCO DA ROCHA	CDB IND. E COM. DE PRODS. QUIMICOS LTDA	900.0155.01.0	41012013	Finalizada	900ML- CDB  SOLVENTES ESPECIAIS	63372013	900	900ML-83,5.	LATA	25/03/2013	13/05/2013	17/05/2013	18/05/2013	20/05/2013	7000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	OURO STARCAR	VERMELHO LINOVA							Ø24	NÃO	7000	6868	21/05/2013	24196	132	63372013	SP	DIADEMA			NAT	VEX	VEX		6868	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	900.1194.01.0	40932013	Finalizada	900ML- CARFORT THINNER  ACABAMENTO C-700	63382013	900	900ML-83,5.	LATA	25/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	8000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	CREME PREPARADO	LARANJA RILAPLAST	MARROM P-4975C						Ø24	NÃO	8000	8370	09/04/2013	23010	-370	63382013	ES	CARIACICA		SOLDA	NAT	VEX	VEX		8370	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	016.0139.01.1	41112013	Finalizada	1/16- CARFORT  ESMALTE  SINT. MAD/METAIS	63392013	16	1/16.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	6000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MARROM PREPARADO	MAGENTA ESCALA	AMARELO BANDEIRA	BRANCO OPACO	LARANJA RILAPLAST	AZUL EUROPA	BRANCO OPACO 2ªPASS			FA	NÃO	6000	6000	07/05/2013	23814	0	63392013	ES	CARIACICA			VI	VZ	VZ	VZ	6000	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	41122013	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	63402013	995	MP.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	32000	0	0			ESM.AMARELO PADRÃO	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO PREPARADO	MARROM BONA								TP4	NÃO	32000	8640	10/04/2013	23043	23360	63402013	SP	SÃO PAULO			NAT	NAT	NAT		32000	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	41122013	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	63402013	995	MP.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013																						23360	11/04/2013	23082	0		SP	SÃO PAULO			NAT	NAT	NAT		32000	Finalizada
ROGERIO BARRETO MARTINS	TECH PAINT TINTAS INDUSTRIAIS LTDA EPP	361.0295.03.1	41132013	Finalizada	3,6S- TECH PAINT  LOJA  MADEIRA/METAL	63412013	361	GALÃO-S.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	2208	580	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL EUROPA	VERMELHO LINOVA	PRETO	MAGENTA EUROPA					FA	SIM	2208	2009	10/04/2013	23042	199	63412013	SP	RIO CLARO	GALÃO AZUL		NAT	VEX	VEX	VEX	2009	Finalizada
ROGERIO BARRETO MARTINS	TECH PAINT TINTAS INDUSTRIAIS LTDA EPP	361.0295.04.1	41132013	Finalizada	3,6S- TECH PAINT  XADREZ  INDUSTRIAL	63422013	361	GALÃO-S.	LATA	25/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	3312	869	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA BERTONCINI	VERMELHO LINOVA	PRETO	AZUL EUROPA	AMARELO EUROPA					FA	SIM	3312	3220	10/04/2013	23042	92	63422013	SP	RIO CLARO			NAT	VEX	VEX	VEX	3220	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	900.0138.01.0	41162013	Finalizada	900ML- ME196  MAXI RUBBER  SOLU. DESENGRAXANTE 	63432013	900	900ML-83,5.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	10000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	ALUMINIO 6700							Ø24	NÃO	10000				10000		SP	DIADEMA			NAT	VEX	VEX		0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.22.1	41172013	Finalizada	¼GLS- ME121  MAXI RUBBER  REMOVEDOR PASTOSO  	63442013	141	¼  (S).	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	10000	750	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA								FA	SIM	10000				10000		SP	DIADEMA			NAT	VEX	VEX	VEX	0	Finalizada
SANDRA	PYROZZAR IND. QUIMICA COM. LTDA	360.0378.06.0	40952013	Finalizada	3,6A- PYROFER  CINZA	63452013	360	GALÃO-A.	LATA	25/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	2500	656	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO MEDIO	AZUL VINILPLAST	CINZA PRIMERTEX	VERMELHO LINOVA						FA - C/Visor	NÃO	2500	2346	09/04/2013	23011	154	63452013	SP	SALTO		AGRAFADO	NAT	VEX	VEX	VEX	2346	Finalizada
CLAUDIO FRANCO DA ROCHA	TEC SCREEN INDL. PROD.TEC.SERIGRAFIA LTDA	140.0294.02.0	38192013	Finalizada	¼GLA- TEC SCREEN  C/VZ GRIS	63462013	140	¼  (A).	LATA	25/03/2013	19/04/2013	23/04/2013	24/04/2013	26/04/2013	11000	0	0		EPOXI ESMALTE GRIS	ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		AZUL PREPARADO	LARANJA RILAPLAST	AZUL PREPARADO 2ªPASS							FA	NÃO	11000	9036	03/05/2013	23688	1964	63462013	SP	SOROCABA		AGRAFADO	VI	VZ	VZ	VZ	9036	Finalizada
CLAUDIO FRANCO DA ROCHA	TEC SCREEN INDL. PROD.TEC.SERIGRAFIA LTDA	016.0294.01.0	38202013	Finalizada	1/16- TEC-SCREEN    C/VZGRIS	63472013	16	1/16.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	3060	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	LARANJA RILAPLAST	BRANCO OPACO	BRANCO OPACO 2ªPASS	AZUL DURAMAR					FA	NÃO	3060	3060	29/04/2013	23571	0	63472013	SP	SOROCABA			VI	VZ	VZ	VZ	3060	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	361.0138.05.0	41232013	Finalizada	3,6S- ME040  MAXI RUBBER  BATIDA DE PEDRA   	63482013	361	GALÃO-S.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								FA	SIM	2000				2000		SP	DIADEMA	NÃO LITOGRAFAR	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	995.0138.10.0	41232013	Finalizada	MP400- ME018C- CARPLAST  ADESIVO  PLASTICO  400G	63492013	995	MP.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	10000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL REFLEX BLUE	VERMELHO LINOVA							TP	NÃO	10000	6006	01/04/2013	17152	3994	63492013	SP	DIADEMA	NÃO LITOGRAFAR		NAT	VEX	VEX		6006	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.07.1	41202013	Finalizada	3,6A- LUXENS  MASSA  CORRIDA  PVA  6KG LEROY 	63502013	360	GALÃO-A.	LATA	25/03/2013	29/03/2013	02/04/2013	03/04/2013	05/04/2013	3100	814	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	MAGENTA EUROPA	AMARELO ESCALA	VERDE CLARO PREPARADO	VERDE ESCURO PREPARADO				FA	NÃO	3100	2887	11/04/2013	23064	213	63502013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	2887	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	361.1368.02.1	41202013	Finalizada	3,6S- UNIVERSO  TINTA  OLEO  STANDARD	63512013	361	GALÃO-S.	LATA	25/03/2013	29/03/2013	02/04/2013	03/04/2013	05/04/2013	3100	814	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL DURAMAR	MAGENTA EUROPA	AMARELO ESCALA	AZUL UNIVERSO					FA	NÃO	3100	2806	05/04/2013	22944	294	63512013	SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	2806	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	361.1368.03.0	41202013	Finalizada	3,6S- UNIVERSO  COMPLEMENTO  SINTETICO	63522013	361	GALÃO-S.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	6100	1601	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	OURO POLYVINIL	AZUL DURAMAR						FA	NÃO	6100	5796	04/04/2013	22904	304	63522013	SP	DIADEMA			NAT	VEX	VEX	VEX	5796	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	361.1368.08.0	41202013	Finalizada	3,6S- POLIPLAST ESMALTE SINTETICO STANDARD(JP)	63532013	361	GALÃO-S.	LATA	25/03/2013	29/03/2013	02/04/2013	03/04/2013	05/04/2013	3100	814	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE PREPARADO	BRANCO OPACO	BRANCO OPACO 2ªPASS	AZUL PREPARADO	MAGENTA EUROPA	AMARELO ESCALA	AZUL VINILPLAST			FA	NÃO	3100	3052	05/04/2013	22950	48	63532013	SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	3052	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.21.0	41242013	Finalizada	¼GLS- ME302N  MAXI RUBBER  ADES. P/LAMIN. 900G	63542013	141	¼  (S).	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	3200	240	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA								FA	SIM	3200	3166	27/03/2013	22712	34	63542013	SP	DIADEMA			NAT	VEX	VEX	VEX	3166	Finalizada
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	361.0609.02.0	41262013	Finalizada	3,6S- AMAZONAS  EXTRA  S/VZ	63552013	361	GALÃO-S.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	5000	1312	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE ESC.AMAZONAS	VERDE CLARO AMAZONAS	AZUL AMAZONAS	PRETO					FA	SIM	5000				5000		SP	FRANCA	SOMENTE PARA LITOGRAFIA		NAT	VEX	VEX	VEX	0	Finalizada
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	016.0609.01.0	41262013	Finalizada	1/16- AMAZONAS	63562013	16	1/16.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	50000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE ESC.AMAZONAS	VERMELHO LINOVA	VERDE CLARO AMAZONAS	AZUL AMAZONAS	PRETO					FA	SIM	50000				50000		SP	FRANCA	SOMENTE PARA LITOGRAFIA		NAT	VEX	VEX	VEX	0	Finalizada
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	141.0609.01.0	41262013	Finalizada	¼GLS- AMAZONAS S/VZ	63572013	141	¼  (S).	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	25000	1875	14				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE CLARO AMAZONAS	AZUL AMAZONAS	PRETO	VERDE ESC.AMAZONAS	VERMELHO VIVAVINIL					FA	SIM	25000				25000		SP	FRANCA	SOMENTE PARA LITOGRAFIA	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	361.0609.03.0	41262013	Finalizada	3,6S- AMAZONAS  S/VZ	63582013	361	GALÃO-S.	LATA	25/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	10000	2625	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERDE CLARO AMAZONAS	PRETO	VERMELHO LINOVA	VERDE ESC.AMAZONAS	AZUL AMAZONAS					FA	NÃO	10000				10000		SP	FRANCA	SOMENTE PARA LITOGRAFIA	SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
SANDRA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	141.0169.06.0	41292013	Finalizada	¼GLS- REAL LUX  COMPLEMENTO	63592013	141	¼  (S).	LATA	26/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	7920	594	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AMARELO REAL	MARROM REAL COMPLEMENTO	BORDO SV	MAGENTA EUROPA	AZUL EUROPA				FA	NÃO	7920	7920	30/04/2013	23598	0	63592013	SP	GUARAREMA			NAT	VEX	VEX	VEX	7920	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	008.1540.01.0	41332013	Finalizada	1/8- NATURAL  S/VZ	63602013	8	1/8.	LATA	26/03/2013	22/03/2013	26/03/2013	27/03/2013	29/03/2013	2000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	2000	1080	30/03/2013	22734	920	63602013	SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	1080	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.30.0	41352013	Finalizada	3,6S - SOLVENTEX LINHA ACQUA 	63612013	361	GALÃO-S.	LATA	26/03/2013	22/03/2013	26/03/2013	27/03/2013	29/03/2013	1104	290	4			ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL EUROPA	AMARELO EUROPA	AZUL PREPARADO	PRETO						FA	NÃO	1104	1139	27/03/2013	22693	-35	63612013	SP	SÃO PAULO		SOLDA	VI	VZ	VZ	VZ	1139	Finalizada
CLAUDIO FRANCO DA ROCHA	PETROLEO  E  LUBRIFICANTES  DO  NORDESTE  S/A - BA	900.1637.01.0	41212013	Finalizada	900ML- SOLVELUSA THINNER 101 PETROLUSA	63622013	900	900ML-83,5.	LATA	26/03/2013	27/03/2013	31/03/2013	01/04/2013	03/04/2013	4320	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL LINOVA	PRETO							Ø24	NÃO	4320	4320	06/04/2013	22966	0	63622013	BA	SIMOES  FILHO			NAT	VEX	VEX		4320	Finalizada
CLAUDIO FRANCO DA ROCHA	PETROLEO  E  LUBRIFICANTES  DO  NORDESTE  S/A - BA	900.1637.02.0	41212013	Finalizada	900ML- SOLVELUSA THINNER ATX-L PETROLUSA	63632013	900	900ML-83,5.	LATA	26/03/2013	27/03/2013	31/03/2013	01/04/2013	03/04/2013	10800	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL LINOVA	VERMELHO LINOVA	PRETO							Ø24	NÃO	10800	9062	06/04/2013	22966	1738	63632013	BA	SIMOES  FILHO			NAT	VEX	VEX		9062	Finalizada
CLAUDIO FRANCO DA ROCHA	PETROLEO  E  LUBRIFICANTES  DO  NORDESTE  S/A - CE	900.1637.04.0	41222013	Finalizada	900ML - SOLVELUSA AGUARRAS 409	63642013	900	900ML-83,5.	LATA	26/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	4608	403	12				SEM VZ INTERNO												Ø24	NÃO	4608	4608	06/04/2013	22967	0	63642013	CE	FORTALEZA		SOLDA	NAT	VEX	VEX	VEX	4608	Finalizada
SANDRA	SELAK IND. COM. EMULSÕES LTDA	361.0208.01.0	41272013	Finalizada	3,6S- SELAK  TINTAS  - DESATIVAR	63652013	361	GALÃO-S.	LATA	26/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	3000	788	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								FA	NÃO	3000	2377	16/04/2013	23221	623	63652013	SP	SÃO PAULO		SOLDA	NAT	VEX	VEX	VEX	2377	Finalizada
SANDRA	SELAK IND. COM. EMULSÕES LTDA	361.0208.01.0	41282013	Finalizada	3,6S- SELAK  TINTAS  - DESATIVAR	63662013	361	GALÃO-S.	LATA	26/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	600	158	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								Ø42	NÃO	600	624	16/04/2013	23221	-24	63662013	SP	SÃO PAULO		SOLDA	NAT	VEX	VEX	VEX	624	Finalizada
SANDRA	SELAK IND. COM. EMULSÕES LTDA	360.1540.01.0	41302013	Finalizada	3,6A  NATURAL  S/Z	63672013	360	GALÃO-A.	LATA	26/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	240	63	4				SEM VZ INTERNO												FA	NÃO	240	240	12/04/2013	23111	0	63672013	SP	SÃO PAULO		AGRAFADO	NAT	NAT	NAT	NAT	240	Finalizada
ELENICE MARTIRE	MACROMIDIA  EXPRESS COMUNCACAO VISUAL  LTDA	360.1540.01.0	41252013	Finalizada	3,6A  NATURAL  S/Z	63682013	360	GALÃO-A.	LATA	26/03/2013	27/03/2013	31/03/2013	01/04/2013	03/04/2013	138	36	4				SEM VZ INTERNO												FA	NÃO	138	138	15/04/2013	23187	0	63682013	SP	MAIRIPORA		AGRAFADO	NAT	NAT	NAT	NAT	138	Finalizada
FABIO	TECNOCOAT DO BRASIL IND.COM.TINTAS LTDA-ME	361.0642.01.0	41312013	Finalizada	3,6S- TECNOCOAT  TINTAS INDUSTRIAIS	63692013	361	GALÃO-S.	LATA	26/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO EUROPA	PRETO	VERMELHO TRANSPARENTE	AZUL EUROPA					FA	NÃO	3000	2519	20/04/2013	23351	481	63692013	BA	SIMÕES FILHO			NAT	VEX	VEX	VEX	2519	Finalizada
FABIO	KIMITROL IND.E COM.DE PRODS.QUIMICOS LTDA	900.0806.01.0	41322013	Finalizada	900ML- KIMITROL  THINNER  110	63702013	900	900ML-83,5.	LATA	26/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AMARELO BANDEIRA	MAGENTA EUROPA	AZUL EUROPA						Ø24	NÃO	7000	7332	19/04/2013	23323	-332	63702013	SP	MIRASSOL			NAT	VEX	VEX		7332	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	361.0136.05.0	41562013	Finalizada	3,6S- MAZADUR POLIESTER/POLIURETANO	63712013	361	GALÃO-S.	LATA	26/03/2013	01/04/2013	05/04/2013	06/04/2013	08/04/2013	2500	656	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	VERDE PREPARADO	PRETO RETICULADO	PRETO				FA	NÃO	2500	2282	12/04/2013	23099	218	63712013	SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	2282	Finalizada
FABIO	G.L. SGOTI PRODUTOS PARA COURO ME	140.1540.01.0	41362013	Finalizada	¼GLA-  NATURAL  S/VZ	63722013	140	¼  (A).	LATA	27/03/2013	22/03/2013	26/03/2013	27/03/2013	29/03/2013	720	0	0				SEM VZ INTERNO												FA	NÃO	720	720	27/03/2013	22702	0	63722013	SP	POA		AGRAFADO	NAT	NAT	NAT	NAT	720	Finalizada
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	361.0291.22.1	41872013	Finalizada	3,6S- SOLVENTEX  ESMALCOR SINT. MADEI/METAIS	63732013	361	GALÃO-S.	LATA	27/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	552	145	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	VERMELHO LINOVA	AZUL DURAMAR	PRETO						FA	SIM	552				552		SP	SÃO PAULO		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
